text_preprocessed,Polarity
pekerjalapangan minim kawasan mega industri ribu puluh serap sangat ibu butuh proyek suatu kota kerja negara bangun,Netral
seperti mudah tanah,Negatif
korupsi moga,Positif
total suap banjir rusak dampak hutang kalimantan ibu tanah jokowi proyek pindah jadi bukan hutan siap kota ikn,Negatif
paling baru kadrun ikn,Negatif
kuat kan nomor baik cinta buat negara indonesia bangun,Positif
nex salut semuga walaupun sya pilih hambalang sekarang proyek perintah iya presiden bangun,Positif
ngabisin pret duit negara,Negatif
digundulin liat hewan sedih justru hutan kok,Negatif
cair lewat proyek,Negatif
sih apa komentar,Netral
mana duit,Negatif
neosantara upin denger pernah lihat,Netral
apa tanya hutang kadrun buat,Netral
rasyid kebun al kemudian lkn sakit sel luas sawit tambang kecil satu mulai,Netral
nol titik nusantara,Netral
wakanda,Negatif
jaya amp moga indonesia,Positif
lancar kerja sehat selalu moga,Positif
sogok sinisogok mafia korupsi banyak bakal,Negatif
aroma bau hambalang nya,Negatif
mudah selesai ikn,Positif
sejarah baru presiden moga lanjut indonesia,Positif
video awal,Netral
hutang nya duit,Negatif
kabur investor iya kok,Negatif
masif antek ubah masuk pilih kendala tuju nya lancar moga indonesia ikn bangun,Positif
jawab bayar siapa bapak,Netral
channel detail satwa tinggalin ekosistem ngebangun rutin alami produksi beberapa sekali jelas justru lahan pohon tebang pakai emang tiap banyak cari tahun baru perintah bukan hutan sedang lengkap ikn bangun,Positif
mau jadi ibukota,Netral
mantul lah kuli mau jadi sana,Positif
juta nah kau gampang habis makan untung mudah uang proyek bapak rakyat negara,Negatif
santun bantu ber yuk akal apaapa nyinyir yra air bila apa keluarga positif ter nkri doa baik cinta tanah kalau aamiin kalian salam buat negara bangun,Positif
komplot rampok aset merdeka bayar pajak lewat negeri sendiri hasil kata semua jalan quot jadi kalian kok rakyat negara indonesia,Negatif
shg bravo capai sempat tambah luas beli perata tingkat buka hasil masyarakat daya akhir semua rakyat kerja segala indonesia maju lebih harap ikn bangun,Positif
haaa pita sd apa emang jokowi anak bangun,Netral
mula titik hancur kalimantan hutan,Negatif
sepeda lebar desa antar lewat jembatan ibu layak nya pikir bakal sana kota,Negatif
budaya quot kalau,Netral
amit ngeklaim ngebayangin komplot si nasional main apa deh hancur baswedan anies uang semua lalu nya yohanes kalau jokowi proyek bagi jadi presiden bapak buat,Netral
bsar apbn terlalu guna paksa uang proyek perintah jadi,Negatif
ayo program dukung kalimantan,Positif
yra aamiin,Netral
gada wkwkw korupsi yakin,Negatif
pawang waw sja kardus hujan cepet lupa pake biar aman datang terus nya jadi jangan bangun,Netral
ormasormas fpi good jalan jakarta penuh,Netral
pln semrawut kabel bawah listrik program deh nya tanah kalau tinggal,Netral
yra aamiin,Netral
mana nih,Netral
seaplane udara tol bangun,Netral
angel ni bangkrut kalau negara,Negatif
wibawa trus job good buat indonesia maju lebih,Positif
teroris undang si kuasa rasa cukup baswedan anies sampe datang jakarta jangan an indonesia,Negatif
aspal kapan laut kalau,Netral
libat lupa duduk lokal asli hebat utama orang sama putus semua suatu jangan kerja lanjut indonesia lebih,Netral
cepat mudah selesai nya lancar bangun,Positif
,Netral
cepat selesai lancar moga ikn bangun,Positif
ken kerja ikn,Netral
nasib bagaimana amp istana,Netral
it job good up,Positif
hahaha walaupun buzzer iq lama bilang pasti nama langsung mangkrak orang sangat mau baru pikir proyek jakarta bakal iya ibukota ikn bangun,Netral
mulu krisis suruh nafsu rakyat buat ikn bangun,Negatif
saat era kalimantan ikn,Netral
duduk atur kena laut air yah tinggi baik ku terus mungkin kalau lancar makin jakarta kota moga,Positif
menteri jokowi selamat,Netral
pinter pdip buah jokowi presiden bapak kerja,Netral
seret modal sayang hutang ibu baru kota selamat,Negatif
project satu dong nya kasih bapak,Netral
fanatik nyuruh guru suka kelompok sendiri dulu baswedan anies sama bukan jangan,Netral
penjara antar yakin makin jadi ikn,Negatif
unhaspembangunan rektor jaya dapat harga mati tuju indonesia depan ikn,Positif
rapi letak tata lajur pakai ibu jalan kota moga,Positif
ganti terus tetap jokowi moga ikn,Positif
landas tuju tinggal bangsa negara indonesia maju,Positif
hebat bismillah indonesia,Positif
sukses ikn,Positif
rusak lingkung kalimantan,Negatif
drun keluar apa bagaimana baru,Negatif
renti benar cepat datang sama tahun henti jokowi proyek moga,Negatif
riadi sebarkaan terima baswedan anies ri tahun kasih jadi iya presiden bapak lanjut,Negatif
,Negatif
trimalah pandaiya putraputri ini tata tuhan karya cucu buat bangsa anak,Positif
nasional bijak pimpin biar sama jalan jokowi pindah moga ibukota depan ikn,Positif
silam sangka sempat tahan balik trus sawit kuat bulan balikpapan jawa dulu tahun hutan tinggal,Netral
nnya pabrik tanam industri bawa tebang alam bos kan bikin memang ku terus tahun bukan iya hutan kayu buat,Netral
asing jual nyata tanah ikn,Negatif
skill sih apa bro punya,Netral
internasional milik kota indonesia harap rencana ikn bangun,Positif
,Negatif
industri ganti hutan,Netral
insyaa jalan lancar allah moga nusantara ikn bangun,Positif
libat rabbal proses urus mudah lancar aamiin iya allah segala ikn bangun,Positif
ambisi rusak hutan,Negatif
parlemendi anda tengah gaya ikn bangun,Positif
bahasa haduh tadi istilah hijau pohon pake coba ngapain wilayah sayang sangat quot segala bangun,Negatif
trus modern tuju indonesia maju,Positif
renang air habis tolak mantap pindah jakarta kadrun ikn,Positif
papresiden revolusi ama mental pernah kalau jokowi,Netral
mandek fokus pimpin jokowi diri bapak moga lanjut ikn,Positif
paham sekarang,Netral
iya selamat allah indonesia wujud ikn,Positif
gesa aneh sblunya jikalau prioritas video bengkak kaga sya maaf justru peduli beli kuasa rata bayar pribadi pimpin boros orang sama mohon banyak hutang sangat butuh tanah lihat makin jadi kok indonesia bangun,Negatif
sebenernya andai bisnis kau kaltim tau kota,Netral
yt update hari tiap pantau orang banyak proyek ikn bangun,Netral
,Netral
krisis mana kata ekonomi dana sedang,Negatif
ancam tahan luar khusus anggar mending negara bangun,Negatif
rekomendasi lama terus tetap jokowi bapak lanjut,Positif
carter masalah dong iya buat,Netral
jiwa mantap lanjut indonesia,Positif
haji memang baik widodo joko presiden bapak,Positif
soetta repro kasus trus desain minta bandara kait ujung satu pake udah nya jangan ikn,Positif
lanjutin jamin kuasa apa ganti selesai mungkin proyek bakal,Netral
bravo cepat selesai moga,Positif
undangquot antisipasi bikin,Positif
sungguh bulan lama buah jauh china orang sangat waktu tahun banding kalau kota kerja indonesia,Netral
segera makin jadi negara maju optimis,Positif
update lah terus,Netral
kota,Positif
berani ingat pernah hari kalau jokowi sekarang bukan iya wujud mulai ikn,Positif
tumpuk sndiri penting hutang,Negatif
ngomong sih pahit kan pimpin siapa tau orang sekarang iya rakyat kerja,Netral
mantab,Positif
sampeyan syah rp masif apbn lupa masuk tol defisit kait serap sangat semua jalan tahun anggar proyek jangan ikn bangun,Netral
mantap,Positif
situ kasi sosial dampak daerah nya lihat kalau pribumi kerja moga ikn,Positif
ulang putin papua sedih mana masalah dukung jawa atau daerah mau tahun kalau jokowi presiden,Netral
juta duduk kurang quot jakarta moga lebih,Netral
pesan adu wacana mental sakit hati gampang jajah ingat kaum lama program sejarah suka sampe bagus sangat proyek jangan bapak bangsa negara maju,Positif
lancar,Positif
jaya biasa luar dukung hasil doa mantap semua lihat lancar suatu bangsa anak moga lanjut indonesia maju,Positif
,Netral
mangkrak bakal,Negatif
tk makmur bila negeri nikmat biar mudah cucu anak allah,Positif
vs duluan siapa meikarta ikn,Netral
otomatis tolol terima ngabisin habis makan apa riset komentar cara tahu paling kaya uang mau jalan kalau ekonomi bukan rakyat negara,Negatif
karakter mas saudara bila bro paling lah pikir bapak rakyat indonesia,Netral
top ikn,Positif
konyol,Negatif
pokok mantap presiden bapak,Positif
nanya apa sama ibu dong mau pindah iya kota negara maju,Netral
rimbun toko gunung ubah hijau gedung deh tahun nya lihat yakin jadi bakal hutan depan,Netral
lancar sukses selalu allah ikn bangun,Positif
bengkak kasi kecil hasil hutang makin duit rakyat negara,Negatif
kampung jakarta jadi bakal,Netral
bismillah jalan lancar aamiin moga lanjut ikn bangun,Positif
jebak presiden lanjut,Netral
,Netral
manis janji sesuai,Negatif
server woi beda,Netral
dukung sangat jalan lancar jokowi bukan moga ikn,Positif
yaallah aamiin,Netral
tibatiba kampanye janji ide padahal langsung dulu punya pindah iya kok eh kota ibukota ikn bangun,Negatif
,Netral
upsss ku pindah meikarta,Netral
towernya sakit mirip rumah investor sana,Negatif
tangan kira pake orang kerja,Netral
tokkerja bacot citra,Negatif
orde tangan sumber antek kuasa alam asing ganggu nkri daya baru kadrun jangan,Negatif
halang kadrun bangun,Netral
media wkwkwk kafir baca mantap sekarang,Netral
uranium dikalimantan tiongkok segera pindah moga,Netral
bongkar tiang pandai pas pasang mirip pake padahal pertama kali rumah nyata china sama nya lihat kerja indonesia,Netral
yohanies abud wan rugi mangkrak jadi presiden moga negara ikn,Negatif
lambat telat sedikit memang ibu pindah kota negara,Positif
the sih asing baik kalau jakarta mending ikn,Negatif
sbnernya aneh keluar balik trus modal misal jabat untung dilanjutin salah mangkrak akhir ganti ku anggar proyek perintah jadi presiden bapak buat moga lanjut masa ikn,Negatif
fix gusur biasa penting kalau tetap hutan moga lanjut depan,Positif
titik bangga besar jadi awal rakyat moga indonesia ikn,Positif
papua ikn,Netral
ibu baru kota,Netral
tsb semoi bendung paku ikut proyek bagi jadi,Netral
fasilitas dulu nikmat biar sama baru bapak rakyat negara,Negatif
truz moga indonesia maju,Positif
rasyd impi gagal baswedan kalimantan yohanes jadi presiden ikn,Negatif
lancar selamat moga,Positif
,Netral
fix haha taruh bukit gunung berani persen kecil mirip mangkrak nya tanah lihat,Negatif
kos lupa pegawai kantor jangan an buat bangun,Positif
konsep modern kota,Positif
pa proses selesai jokowi awal moga ikn,Positif
nambah sebentar urus hutang baru presiden,Negatif
tooooooolooooooool jembatan,Negatif
awas mangkrak kalau,Negatif
keren,Positif
,Netral
partai pegawai si lama kaya jadi presiden,Negatif
sehatsemangatyang dukung tetap bangsa maju,Positif
jngan bacot dulu jakarta hutan,Negatif
permanen benci hati rusak senang otak selalu,Netral
mau quot kalau,Netral
mantab,Positif
yagedung liat iya bangun,Positif
ajah pa bahagia apa penting loker bagi kerja anak,Netral
or kembang maju,Netral
aamiin,Netral
tonggak sejarah tuju jokowi awal bapak indonesia,Positif
pupr semua amp proyek,Netral
traffic beres senang najam kurang warga segera nya pindah jakarta moga ibukota bangun,Positif
lomba jabat korupsi,Negatif
lahan baru ibukota bangun,Positif
cara bagaimana jadi kerja ikn,Netral
sumatra pembagunan rasa jawa orang salam ibukota indonesia,Netral
paradigma dahulu jalan amp,Netral
versi mudah hambalang bukan an,Positif
itu sekali gagal rasa meski guna pakai baik punya datang mungkin proyek kok presiden istana ikn bangun,Negatif
ikntapi hal tahan didik manusia sdm ada bila perata apa militer nama tingkat luar bangga dulu ibu baru jokowi ekonomi bapak kota negara indonesia lebih bangun,Positif
sana,Netral
up,Netral
ridwan masuk yah,Netral
kampung hijau bangga semua tetap lancar amp jadi moga ikn bangun,Positif
sekali bumn,Netral
mangkrak kalau jangan lanjut,Positif
lanjutin si program kalau jakarta,Netral
bisa tunjuk ini tata atas laksana ajar agustus dunia segera kata baru jadi buat moga nusantara ibukota indonesia ikn bangun,Positif
oejabat nyaman buang uang negara,Negatif
kan nya nusantara ikn,Netral
bnjir hujan atas kalah lupa air banyak jangan,Positif
industri alam bukan hutan,Netral
pohon punya tetap moga bangun,Positif
waktu tahun tinggal,Netral
wkwkwkk noh nama jauh datang banyak lihat pribumi,Netral
,Netral
kang trotoar megah mah jual takut banyak jalan eh kota,Netral
tinggiquot pemuda lh santun bas truk mula kemudian kasus rampung cicit walaupun tengah imigran situ suruh supir didik ajar awas bawah ingat sulit contoh kantor singkir lama bilang syukur lahan main macet keluarga komentar bahkan harga utama luar sini hancur korupsi sendiri lapang pimpin penting ribu perlu sahabat orang tempat dayak budaya datang putri daerah putra banyak kalimantan kuli cari lalu nya quot tetap proyek perintah jadi awal cucu kalian pribumi tinggal jangan meikarta salam kerja anak nusantara ikn bangun,Positif
akan ni slogan mesti modal ngomong mana betul doang kritik guna biasa paling dong banding sekarang jangan presiden kerja,Negatif
sepakat per beban apbn tahap terlalu pertama tahun nya mungkin kasih anggar negara lanjut bangun,Positif
sebanyakbanyaknya apartemen perintah moga negara bangun,Positif
tuju jadi negara indonesia maju depan masa ikn,Positif
selaku capai tunjang baku bahan manusia yra air lain jaya jokowidodo bersih apa harga pokok utama nkri paling hidup ri bagus semua terus aamiin presiden bapak sehat moga harap ikn bangun,Positif
nyebut hukum protes islam nama bikin cebong baru istana allah,Netral
tpimau nyapres untk jngan dh kampanye nafsu salah nkri terus jokowi tinggal bapak lanjut maju lebih ikn,Netral
akibat sumber lokal sekali air waduk beli sih tambang bahkan kaltim buka cepat daerah banyak sangat warga kata tanah besar bakal hutan ikn bangun,Netral
lancar aamiin moga,Positif
terusrakyat pbb jerit naik selamat,Negatif
benar ngabisin duit negara,Negatif
hebat ganti jokowi bapak,Positif
bengkalai ganti presiden moga,Positif
putrajaya rupa megah entah betul perlu tahun pusat sukses moga indonesia,Positif
pakat tlh niat maha sesuai apa tahu jokowi sukses allah rencana,Positif
gedung doang kok,Negatif
negrike ngomongin mulu keluar minimal apbn ingat bayar pajak investasi luar negeri perlu banyak hutang mau kalau amp jadi iya rakyat negara ikn bangun,Netral
xxx rancang mesjid doang satu agama emang tinggi mantap kok indonesia,Positif
pembangunanbuang ug sjahteraberantas rakyatnyamari negerikumakmur penghianat lari makmur sejahtera laut laku negeri korupsi hambat bangsa maju bangun,Positif
pns ikut semua jadi sukses bangun,Positif
sejahtera unt infrastruktur nkri jokowi bukan anak depan masa ikn,Positif
pinter skt ko barat nganggur ska yah punya jalan kontruksi indonesia ikn,Netral
mangkrak mudah an,Positif
ramah satwa sekitar tanam pohon tebang banyak berapa lihat jadi sana moga ikn,Positif
hutang,Negatif
aamiin,Netral
pastitersenyumlah lambat generasi paru cepat dunia datang kalimantan cerita hutan tinggal,Negatif
the jokowi bapak sehat selalu,Positif
satu takut mau tahun proyek presiden lanjut,Netral
cepet baswedan anies tempat selesai aamiin bapak moga,Positif
sebentar mungkin meikarta,Negatif
rak blas penting,Negatif
libat akhir ibu semua berkah lancar aamiin pindah jadi kota kerja sehat beri moga indonesia,Positif
jahat ngeri sekali gereja bangun,Negatif
tol lol,Negatif
rakyat jadi ekonomi besar kalau mungkin semua kurang orang apa kalah warung toko mol,Negatif
ikn presiden anies baswedan meski dpr contoh ikat dki hati stop,Negatif
kena,Negatif
meikarta proyek mirip sih,Negatif
bangun rakyat proyek oligarki malah derita pajak jerit akibat,Negatif
nya hambalang bau aroma,Negatif
ikn negara bapak proyek makin anggar jokowi ambil hutang sama buang langkah,Negatif
anak kerja sana cucu punya biar lamar pingin nukang,Negatif
bangun ikn nya tempat dunia paru,Negatif
negara hutang pdb,Negatif
negara duit pret ngabisin,Negatif
rakyat betul,Negatif
diri kaya sendiri negeri tukang,Negatif
kota hutan baru semua ibu kalimantan dampak ada manusia populasi kalah tambah kawasan hewan,Negatif
presiden jadi kaya lama si pegawai partai,Negatif
rakyat hasil cara bagai tipu,Negatif
kok doang gedung,Negatif
suatu proyek kalau selesai enak,Negatif
luhut sekali aroma,Negatif
sesuai janji manis,Negatif
malah wkwkwk kes rusun,Negatif
depan maju kerja iya nya punya lah kagak derita jelas orng ngeluh,Negatif
bukan milik pribumi,Negatif
bakal mangkrak,Negatif
kerja orang asing,Negatif
ibukota anak mending pindah tempat jawa ngapain buang jin isi kesitu,Negatif
indonesia hancur sejarah,Negatif
ikn proyek cepat mangkrak kereta,Negatif
maksa terlalu,Negatif
presiden jadi mungkin selesai pas gibran,Negatif
titis,Negatif
pribumi kasih tetap alah orng kursi,Negatif
bangun ugal ugalan,Negatif
jangan iya korupsi jujur,Negatif
bangun ikn buat kerja jangan hutan jadi makin mungkin semua butuh banyak tempat orang lah perlu bikin langsung sendiri buah bahkan bro pertama huni makan pohon gedung tidur tahap proses apartemen bawah adab bod tukang tekan kapasitas tampung beg minim goreng tiba,Negatif
bangun buat jangan kata hutang akhir hasil harga suka bayar pilih alas naik janji kursi partai covid blt,Negatif
hutan paksa terlalu kasihan kocak dsana,Negatif
negara kalau bangkrut ni angel,Negatif
hutan jadi kalimantan sayang korban,Negatif
hutang,Negatif
buat rakyat amp lihat nyata hari panjang awas mas buzzer sakit jelata supir parkir antri solar,Negatif
negara rakyat bapak baru sama biar nikmat dulu fasilitas,Negatif
calon iya koruptor enak,Negatif
tinggal nya banyak investor dulu cuan pajak nyari mundur gelap hihihi luhut cair,Negatif
bangun susah iya ekonomi proyek segera sangat hutang banyak tinggi super apa defisit ken apbn kira bayang anggur resesi,Negatif
bangun ikn nya tempat dunia paru,Negatif
moga negara duit pret ngabisin,Negatif
hutan mata,Negatif
hutan suatu kalian lihat hancur untung alam habis kau serakah tuhan tumbuh binatang,Negatif
buat semua pajak naik ni,Negatif
presiden besar proyek kalau yohanes mungkin henti,Negatif
lanjut bapak presiden iya jadi kasih tahun ri anies baswedan terima sebarkaan riadi,Negatif
moga duit kalau negaraaa,Negatif
ikn mencret,Negatif
kalau tempat mati si kubur nt,Negatif
bangun iya bagi besar sekarang terus sama gaji sekali ringan bakar,Negatif
curiga,Negatif
tampak depan lihat jalan kalteng coba apa kab pandang arah,Negatif
meikarta mungkin sebentar,Negatif
alhamdulillah mulai hutan kalimantan gundul,Negatif
tv puja jin,Negatif
ikn rakyat ide,Negatif
indonesia hidup enak,Negatif
kok bangga jajah cina,Negatif
negara rakyat duit makin hutang hasil kecil kasi bengkak,Negatif
bangun rencana buat kota presiden bukan kalau baru ibu uang pdi,Negatif
depan maju kerja iya nya punya lah kagak derita jelas orng ngeluh,Negatif
proyek amp tani,Negatif
bangun depan lebih indonesia ibukota negara beri buat kota rakyat dana jangan jadi bagi ekonomi besar perintah proyek biaya jokowi mungkin urgensi lihat nya tahun terus berapa semua tepat waktu kalimantan hutang banyak sama daerah peluang turun baik dunia memang kaya puluh jauh pantau pakai asai konsorsium ter jawa usaha wilayah sendiri negeri tanya soal sini buah tingkat kali lipat investasi guna satu alam malah mana sesuai bilang kuasa dominasi mampu politik ingat persen laku strategis jajah cina belaka kembali kelak sebut amerika mega buru apbn laksana nah gera anggap jamin level kampung kolonial tumbuh total rampung cadang pada capai darurat anda keluar nomer curiga tekan tentu sepakat ras kontrol hal sistim begitu waspada budak rangka hadap samping,Negatif
jangan kadrun baru daya nkri ganggu asing alam kuasa antek sumber tangan orde,Negatif
pindah tanah nya jawa paru ripah lho,Negatif
moga alam marah,Negatif
riadi lanjut bapak presiden iya jadi kasih tahun ri anies baswedan terima sebarkaan,Negatif
mending iya jadi kalau jalan banyak ganti sama tahu apa hut sih polusi bohong raya walaupun kereta,Negatif
ikn tanah nyata jual asing,Negatif
lebih hantu jadi perintah anggar tahun jalan sangat mimpi paling rumah padahal habis gambar naik stop tengah pekerjaaan pasar slnjutnya,Negatif
kalimantan lingkung rusak,Negatif
kok bangga jajah cina,Negatif
ikn proyek jokowi nya lalu selesai mangkrak,Negatif
malah wkwkwk kes rusun,Negatif
calon iya koruptor enak,Negatif
lanjut negara presiden jadi proyek jokowi kalau uang seperti usah paksa hendak pensiun anies baswedan mimpi sayang hambur,Negatif
iya jadi proyek warga sangat siapa nikmat maksa luar balikpapan macet ja sih kasihan lokal tonton tambah pekerjax,Negatif
habis lahan woy,Negatif
pret negara moga duit ngabisin,Negatif
bakal jadi lihat apa,Negatif
optimis jangan tetap pesimis,Negatif
bangun ikn negara presiden jadi jokowi tahun ganti hambalang ikut pilpres pilih bahan laksana visi se otomatis olokolokan,Negatif
hasil,Negatif
kok nya ibadah agama gereja dmn,Negatif
banyak sini,Negatif
citra bacot tokkerja,Negatif
kok bangga jajah cina,Negatif
nusantara kalimat,Negatif
bangun segala quot sangat sayang wilayah ngapain coba pake pohon hijau istilah tadi haduh bahasa,Negatif
boros,Negatif
negara rakyat bapak proyek uang mudah untung makan habis gampang kau nah juta,Negatif
ikn rakyat ide,Negatif
indonesia nusantara jadi apa ubah,Negatif
buat semua pajak naik ni,Negatif
ikn kalau nya sama otak apa arti isi,Negatif
penting blas rak,Negatif
bangun kok lihat liat video tipisquot,Negatif
bangun rakyat koruptor hindar,Negatif
proyek lewat cair,Negatif
bangun ugal ugalan,Negatif
mau nkri mati harga suruh,Negatif
pindah nya tenggelam sebentar yaaa kasihan,Negatif
tol lol,Negatif
semangat hutan babat nya ayo,Negatif
ikn kalau nya sama otak apa arti isi,Negatif
rakyat proyek peras,Negatif
bangun ikn nya mangkrak duga sga bnr,Negatif
hasil,Negatif
kota rakyat susah pindah nya ibu hutang hidup malah mana utangquot,Negatif
violet bacot,Negatif
riadi lanjut bapak presiden iya jadi kasih tahun ri anies baswedan terima sebarkaan,Negatif
negara hutang pdb,Negatif
rakyat jadi ekonomi besar kalau mungkin semua kurang orang apa kalah warung toko mol,Negatif
pribumi kasih tetap alah orng kursi,Negatif
kalau tempat mati si kubur nt,Negatif
an sekarang siapa perang lawan jembatan udah hancur pasu situasi remeh rugi,Negatif
hutang mangkrak numpuk,Negatif
ibukota negara istana lah dunia mikir woy,Negatif
bangun segala quot sangat sayang wilayah ngapain coba pake pohon hijau istilah tadi haduh bahasa,Negatif
nya sayang jalur kereta,Negatif
miskin proyek makin kaya,Negatif
,Negatif
malah wkwkwk kes rusun,Negatif
ikn buat kota jakarta yakin tetap jalan ibu biar tka ujung sya tionghoa,Negatif
ikn depan hutan lihat nya dunia tuju habis paru rusak orng pandang sudut nyjantng selaku,Negatif
hutang duit buang,Negatif
penuh depan maju sehat buat rakyat mending jadi amp sekarang pikir kalimantan uang banyak ribu mikir hasil negeri bayangin luar bagai harus asli habis tambang kuras cerdas duduk ajar kalimat mahasiswa beasiswa segitu rakyak sensara,Negatif
kadrun kok terus hati,Negatif
ikn rakyat paksa rezim hasil sengsara jelas arah,Negatif
bangun ikn nya tempat dunia paru,Negatif
indonesia hidup enak,Negatif
duit bangun bakal yakin mangkrak,Negatif
yakin duit bakal mangkrak,Negatif
bangun ikn buat kerja jangan hutan jadi makin mungkin semua butuh banyak tempat orang lah perlu bikin langsung sendiri buah bahkan bro pertama huni makan pohon gedung tidur tahap proses apartemen bawah adab bod tukang tekan kapasitas tampung beg minim goreng tiba,Negatif
bangun negara china memang hebat,Negatif
bakal jadi lihat apa,Negatif
kalimantan lingkung rusak,Negatif
wkwk subsidi bukan apbn beban,Negatif
harap indonesia kota iya baru banyak bikin bagaimana nama mas concern slain,Negatif
hutan mau betul tanam teriak produksi walhi,Negatif
ikn rakyat proyek yakin jokowi kalau henti uang ganti bikin habis,Negatif
style,Negatif
jadi lihat bikin hasil fakta otak kantor korban si tunduk jelata polos awam cuci kubur nain tolol al,Negatif
kasih hidup hari hasil pohon lama entah kau terima rindang sumber oksigen,Negatif
hutan suatu kalian lihat hancur untung alam habis kau serakah tuhan tumbuh binatang,Negatif
rakus,Negatif
bangun buat jangan kata hutang akhir hasil harga suka bayar pilih alas naik janji kursi partai covid blt,Negatif
depan pindah tahun padahal njir persen,Negatif
indonesia moga jadi raja jabat lama contoh mobil esemka malaysia listrik kendara produk dinas proton,Negatif
kota bapak istana presiden jakarta tetap baru ibu kalau anies baswedan mangkrak,Negatif
sana bakal hidup siapa payu ngwakak,Negatif
sana jalan sama bikin rumah sini tu coba gedung sih muter rapih mereng,Negatif
mata hutan,Negatif
bakal jadi lihat apa,Negatif
lama,Negatif
mangkrak akan,Negatif
bangun ikn negara presiden jadi jokowi tahun ganti hambalang ikut pilpres pilih bahan laksana visi se otomatis olokolokan,Negatif
pribumi kasih tetap alah orng kursi,Negatif
ikn presiden anies baswedan meski dpr contoh ikat dki hati stop,Negatif
bangun rakyat proyek oligarki malah derita pajak jerit akibat,Negatif
bangun buat jangan jadi nya jalan kurang terlalu masuk dekat awas laksana larang raya upa,Negatif
bakal banyak korupsi mafia sinisogok sogok,Negatif
jilid meikarta,Negatif
nusantara kota jangan ibu kalimantan jawa karakter bal,Negatif
,Negatif
ikn mencret,Negatif
allah uang buang percuma,Negatif
ibukota negara istana lah dunia mikir woy,Negatif
kok doang gedung,Negatif
duit bakal mangkrak,Negatif
habis lahan woy,Negatif
riadi lanjut bapak presiden iya jadi kasih tahun ri anies baswedan terima sebarkaan,Negatif
ikn indonesia meikarta rakyat jadi selesai perhati sama paksa cebong mangkrak kelompok dukung nama apa nasib seluruh sah niscaya hal begitu kes restu realita,Negatif
kok nya ibadah agama gereja dmn,Negatif
kota pribumi diri pindah makin tanah ibu datang orang tau bahkan ramai jajah serakah lupa,Negatif
mulai kalimantan dunia gundul paru,Negatif
bangun negara mending anggar khusus luar tahan ancam,Negatif
kalau hutang mana pajak bayar teriak,Negatif
ikn rakyat ide,Negatif
,Negatif
indonesia negara buat kota ibu kalimantan akhir china hasil lewat kuasa,Negatif
kota hutan baru semua ibu kalimantan dampak ada manusia populasi kalah tambah kawasan hewan,Negatif
ikn buat rakyat iya sekarang siapa lewat apa pajak benar peras tambang kuras,Negatif
bangun ikn ibukota kota eh kok iya pindah punya dulu langsung padahal ide janji kampanye tibatiba,Negatif
ikn rakyat derita,Negatif
anak pki ijazah palsu,Negatif
hutan kalimantan hancur titik mula,Negatif
negara buat an duit aamiin mudah buang nafsu laksana,Negatif
sedih,Negatif
titis,Negatif
calon mangkrak,Negatif
rakyat jangan kalian hutang bayar jawab suruh nambah lengser tanggung,Negatif
moga duit kalau negaraaa,Negatif
penting blas rak,Negatif
iya jadi proyek warga sangat siapa nikmat maksa luar balikpapan macet ja sih kasihan lokal tonton tambah pekerjax,Negatif
ibukota moga rakyat jadi proyek baru luar biasa sejarah gagal bodoh generasi next,Negatif
iya jalan harus pertama listrik air sistem saran drainase,Netral
bangun ikn rasa gaji potong,Netral
aamiin,Netral
apbn,Netral
kak mixue,Netral
siapquot,Netral
aamiin,Netral
,Netral
diri jokowi tahu lawan,Netral
,Netral
baru selesai bawah mula,Netral
moga kerja sini,Netral
lebih tugas bukan anggar akhir mikir cukup usaha kecil defisit misal target naik syah pacu karyawan,Netral
hutang usah urus masalah repot,Netral
buat iya dong masalah carter,Netral
bukan mohon pikirin tu alam pohon industri sawit alami denger,Netral
,Netral
bangun ikn ibukota kota milik semua dunia progres nagara resume,Netral
batu misi bara,Netral
ikn kalimantan era saat,Netral
ikn iya siapa,Netral
semua modular,Netral
warga kalimantan be like,Netral
,Netral
jokowi puan,Netral
the out side,Netral
tukangkaplingsuargo,Netral
maju kembang or,Netral
proyek nya kalimantan pahit lho tengah jejak,Netral
ikn harap lanjut kerja bapak jangan jokowi jalan kata serap ribu salah lewat capres pilih cerdas lokal janji lowong pekerjadan obral yuk,Netral
ibukota jadi dunia,Netral
up,Netral
jadi pindah ken,Netral
sana jadi lihat siapa duduk ras mayoritas,Netral
amp,Netral
presiden jadi lah ikut enak,Netral
ikn jual otw ayam,Netral
jawa,Netral
buat kadrun hutang tanya apa,Netral
didik,Netral
ikn meikarta siapa duluan vs,Netral
mirip newmont,Netral
hutan ganti industri,Netral
,Netral
kadrun iya lah vidioin citra bilang angan suara niah koar,Netral
kerja proyek dong ikut siapa hubung ken ikntapi,Netral
ikn nusantara nya kan,Netral
masjid hnya,Netral
baru selesai bawah mula,Netral
,Netral
penuh buat masyarakat daerah orang manfaat komentar bawa ada pembagunan,Netral
maju kembang or,Netral
bangun iya jalan tuju tol bandara kapan,Netral
istana arab kalimantan banyak raja turun sahabat,Netral
buat bapak presiden jadi bagi proyek jokowi kalau yohanes nya lalu semua uang anies baswedan hancur deh apa main nasional si komplot ngebayangin ngeklaim amit,Netral
susah jadi istana demo kalau mau arti,Netral
